"Publications Database Id","DOI","PMID","ISI ID","Title of Paper","Authors","Industrial Partner Is Co-author?","Publication State","Date Published","Diamond Proposal Number","Publication Type","Title of Journal","Journal Volume","Journal Pages","Title of Conference","Peer Reviewed","Magazine Title","Uses Synchrotron, EM or Offline lab Data?","Data From Diamond?","Beamlines","Additional Facilities If Data From Diamond","Facility If Data Not From Diamond","Subject Areas","Technical Areas","Keywords","Diamond Keywords","Discipline/Technical Tags","ISBN","Book Chapter","Added On"
"12180",,,"DLS:000009000012180","Oxide-ion conductors for energy applications: structure and properties","Matthew Simon Chambers","false","Published (Approved)","01/2019","","Thesis",,,,,"false",,"true","true","I11-High Resolution Powder Diffraction, I15-1-X-ray Pair Distribution Function (XPDF)","HRPD, POLARIS at ISIS",,"Materials, Chemistry, Energy","","Solid oxide fuel cells; powder diffraction; total scattering; impedance spectroscopy; oxide ion conductors; apatite-type oxide conductors; Ge5(PO4)6O; Ba3NbMoO8.5; Bi0.775Ln0.225O1.5","Fuel Cells","Energy Storage, Energy, Physical Chemistry, Energy Materials, Chemistry, Materials Science, Diffraction, Scattering, X-ray Powder Diffraction",,,"23/06/2020"
"12056",,,"DLS:000015000012056","Towards an understanding of the self-assembly and applications of phospholipid-containing nanoparticles","Stephen C. L. Hall","false","Published (Approved)","01/2019","","Thesis",,,,,"false",,"true","true","B21-High Throughput SAXS","ISIS; Institut Laue Langevin; Synchrotron Soleil",,"Biology and Bio-materials, Materials, Chemistry","","QD Chemistry; QR Microbiology",,"Chemistry, Materials Science, Nanoscience/Nanotechnology, Polymer Science, Life Sciences & Biotech, Scattering, Small Angle X-ray Scattering (SAXS)",,,"16/06/2020"
"9882",,,"DLS:000018000009882","Wavefront and nanostructure characterisation with X-ray ptychography","Simone Sala","false","Published (Approved)","12/2018","","Thesis",,,,,"false",,"true","true","I13-1-Coherence",,,"Physics, Technique Development","",,,"Physics, Technique Development - Physics, Imaging, Coherent Diffraction Imaging (CDI), Ptychography",,,"11/10/2018"
"10273",,,"DLS:000013000010273","Implementation of liquid cell system of measurement for synchrotron based in microanalysis of live biological cells in cell biology and biotechnology","James Doherty","false","Published (Approved)","12/2018","","Thesis",,,,,"false",,"true","true","B22-Multimode InfraRed imaging And Microspectroscopy",,,"Biology and Bio-materials","",,,"Life Sciences & Biotech, Spectroscopy, Infrared Spectroscopy, Synchtron-based Fourier Transform Infrared Spectroscopy (SR-FTIR)",,,"30/01/2019"
"10252","10.14288/1.0375751",,"DLS:000017000010252","4D imaging of paper : a novel method to characterize deformation mechanisms","Farzin Golkhosh","false","Published (Approved)","12/2018","","Thesis",,,,,"false",,"true","true","I13-2-Diamond Manchester Imaging",,,"Materials","",,,"Materials Science, Imaging, Tomography",,,"24/01/2019"
"9740",,,"DLS:00000D000009740","Effect of pressure on porous materials","Charles James Mcmonagle","false","Published (Approved)","11/2018","","Thesis",,,,,"false",,"true","true","I19-Small Molecule Single Crystal Diffraction",,,"Materials, Chemistry","",,,"Chemistry, Materials Science, Metal-Organic Frameworks, Metallurgy, Diffraction, Single Crystal X-ray Diffraction (SXRD), Organometallic Chemistry",,,"03/09/2018"
"10002",,,"DLS:000001000010002","A structural and synthetic biology study of bacterial microcompartments","Laura Tuck","false","Published (Approved)","11/2018","","Thesis",,,,,"false",,"true","true","I02-Macromolecular Crystallography, I04-Macromolecular Crystallography",,,"Biology and Bio-materials","",,"Bacteria","Biotechnology, Structural biology, Engineering & Technology, Life Sciences & Biotech, Diffraction, Macromolecular Crystallography (MX)",,,"08/11/2018"
"10054",,,"DLS:00000C000010054","Identification of fragments binding to CHD1 double chromodomain, an epigenetic reader of KDM1A K114me2 and H3 K4me3","Joel Mcmillan","false","Published (Approved)","11/2018","","Thesis",,,,,"false",,"true","true","I04-1-Macromolecular Crystallography (fixed wavelength), I04-Macromolecular Crystallography",,,"Biology and Bio-materials","",,"Prostate Cancer","Non-Communicable Diseases, Health & Wellbeing, Cancer, Structural biology, Life Sciences & Biotech, Diffraction, Macromolecular Crystallography (MX)",,,"26/11/2018"
"10078",,,"DLS:000002000010078","Structural characterisation of calnexin cycle components and assessment as antiviral targets","Johan C. Hill","false","Published (Approved)","11/2018","","Thesis",,,,,"false",,"true","true","I03-Macromolecular Crystallography, I04-1-Macromolecular Crystallography (fixed wavelength), I04-Macromolecular Crystallography","ID30-A at ESRF; PROXIMA-1 at SOLEIL",,"Biology and Bio-materials, Chemistry","",,"Viruses","Pathogens, Infectious Diseases, Health & Wellbeing, Biochemistry, Chemistry, Structural biology, Life Sciences & Biotech, Diffraction, Macromolecular Crystallography (MX)",,,"28/11/2018"
"10135",,,"DLS:00001A000010135","Photoemission studies on the efficacy of self-assembled monolayers for use in transistor interconnect applications","Anita Brady-Boyd","false","Published (Approved)","11/2018","","Thesis",,,,,"false",,"true","true","I09-Surface and Interface Structural Analysis",,,"Materials","","Interconnect; Low-k dielectrics; X-ray Photoemission Spectroscopy; Self-Assembly Monolayers",,"Surfaces, Physics, Materials Science, Spectroscopy, X-ray Photoelectron Spectroscopy (XPS), Hard X-ray Photoelectron Spectroscopy (HAXPES)",,,"13/12/2018"
"15402",,,"DLS:000005000015402","Nanostructured transition metal oxides and sulfides for catalytical and energy applications","Dmitri Spetter","false","Published (Approved)","11/2018","","Thesis",,,,,"false",,"true","true","I15-Extreme Conditions",,,"Chemistry, Materials","",,,"Physical Chemistry, Chemistry, Materials Science, Scattering, Total Scattering",,,"27/10/2022"
"10004",,,"DLS:00001C000010004","Investigation of topological nodal semimetals through angle-resolved photoemission spectroscopy","Sandy Adhitia Ekahana","false","Published (Approved)","10/2018","","Thesis",,,,,"false",,"true","true","I05-ARPES",,,"Physics, Materials","","Topological Nodal Line Semimetal; Topological Weyl Semimetal; Z2 Invariant; Fermi arc; ARPES",,"Quantum Materials, Physics, Hard condensed matter - structures, Materials Science, Spectroscopy, Angle Resolved Photoemission Spectroscopy (ARPES)",,,"08/11/2018"
"10086",,,"DLS:000014000010086","High energy resolution X-ray absorption and emission based studies on the mono-nuclear spin crossover complex [Fe(L-N4Bn2)(NCS)2]","Rahel Schepper","false","Published (Approved)","10/2018","","Thesis",,,,,"false",,"true","true","B18-Core EXAFS","XAS at ANKA; U41-PGM at BESSY II; P64, P65 at  at DESY; BM01B, BM23, BM25A, ID26 at ESRF",,"Physics, Technique Development","",,,"Physics, Technique Development - Physics, Spectroscopy, X-ray Absorption Spectroscopy (XAS), Extended X-ray Absorption Fine Structure (EXAFS)",,,"29/11/2018"
"11493",,,"DLS:000017000011493","In-situ synchrotron X-ray imaging and tomography studies of the evolution of solidification microstructures under pulse electromagnetic fields","Wenjia Du","false","Published (Approved)","10/2018","13488","Thesis",,,,,"false",,"true","true","I13-2-Diamond Manchester Imaging","TOMCAT, Swiss Light Source; ID19, ESRF",,"Materials, Engineering","","Solidification; Aluminium alloys; Pulse Electromagnetic Field; Synchrotron X-ray imaging and tomography","Alloys","Materials Engineering & Processes, Materials Science, Engineering & Technology, Metallurgy, Imaging, Tomography",,,"13/01/2020"
"9861",,,"DLS:00000B000009861","Scattering of an x-ray beam on a surface acoustic wave","Simone Vadilonga","false","Published (Approved)","09/2018","","Thesis",,,,,"false",,"true","true","B16-Test Beamline","XPP-KMC 3 at BESSY II",,"Physics, Technique Development","","X-ray; scattering; SAW; optic; diffraction",,"Physics, Technique Development - Physics, Diffraction",,,"04/10/2018"
"9997",,,"DLS:000011000009997","The role of serum amyloid P in amyloidosis","Rebecca Coker","false","Published (Approved)","09/2018","","Thesis",,,,,"false",,"true","true","B23-Circular Dichroism",,,"Biology and Bio-materials","",,,"Biophysics, Life Sciences & Biotech, Spectroscopy, Circular Dichroism (CD)",,,"08/11/2018"
"9758",,,"DLS:00000B000009758","Development and simulation of 3D diamond detectors","Giulio Forcolin","false","Published (Approved)","08/2018","","Thesis",,,,,"false",,"true","true","B16-Test Beamline",,,"Physics","","Tracking; Dosimetry; 3D; Diamond; Detector",,"Detectors, Physics, Engineering & Technology, Diffraction",,,"06/09/2018"
"9864",,,"DLS:000014000009864","Aberration corrected analytical electron microscopy studies of nanometallic catalysts","Sultan Althahban","false","Published (Approved)","08/2018","","Thesis",,,,,"false",,"true","true","B18-Core EXAFS, I20-Scanning-X-ray spectroscopy (XAS/XES)",,,"Materials, Chemistry","",,,"Physical Chemistry, Chemistry, Materials Science, Nanoscience/Nanotechnology, Spectroscopy, X-ray Absorption Spectroscopy (XAS)",,,"04/10/2018"
"10501",,,"DLS:000003000010501","Phosphoglycerate kinase and phosphoenolpyruvate synthase of the enteric pathogen Helicobacter pylori","Aziz Al-Ethari","false","Published (Approved)","08/2018","14692","Thesis",,,,,"false",,"true","true","I04-Macromolecular Crystallography",,,"Biology and Bio-materials, Chemistry, Medicine","","Glycolysis; Gluconeogenesis; Phosphoglycerte; Kinase; Helicobacter pylori","Bacteria","Health & Wellbeing, Biochemistry, Genetics, Chemistry, Structural biology, Drug Discovery, Life Sciences & Biotech, Diffraction, Macromolecular Crystallography (MX)",,,"01/04/2019"
"10502",,,"DLS:00000C000010502","Studying the mechanism and action of Purine biosynthesis enzymes in Mycobacterium Tuberculosis H37RV","Samah Almehmadi","false","Published (Approved)","08/2018","14692","Thesis",,,,,"false",,"true","true","I04-1-Macromolecular Crystallography (fixed wavelength), I04-Macromolecular Crystallography, I24-Microfocus Macromolecular Crystallography","no",,"Biology and Bio-materials, Chemistry, Medicine","","tuberculosis purine metabolism","Tuberculosis (TB); Enzymes","Pathogens, Infectious Diseases, Health & Wellbeing, Biochemistry, Chemistry, Structural biology, Drug Discovery, Life Sciences & Biotech, Diffraction, Macromolecular Crystallography (MX)",,,"01/04/2019"
"12177",,,"DLS:000000000012177","Atomic-scale insights into emergent photovoltaic absorbers","Alex Ganose","false","Published (Approved)","08/2018","","Thesis",,,,,"false",,"false","false","",,,"Materials, Chemistry, Energy","",,"Photovoltaics; Semiconductors","Earth Sciences & Environment, Sustainable Energy Systems, Energy, Climate Change, Physical Chemistry, Energy Materials, Chemistry, Materials Science, Perovskites, Metallurgy",,,"23/06/2020"
"9552",,,"DLS:000014000009552","Atmospheric processing of aerosols","Nicholas Mark Davidson","false","Published (Approved)","07/2018","","Thesis",,,,,"false",,"true","true","B18-Core EXAFS, I18-Microfocus Spectroscopy","SUL-X at ANKA",,"Environment, Earth Science, Chemistry","",,,"Desertification & Pollution, Earth Sciences & Environment, Atmospheric Processes, Chemistry, Spectroscopy, X-ray Absorption Spectroscopy (XAS), X-ray Absorption Near Edge Structure (XANES)",,,"12/07/2018"
"9646",,,"DLS:000005000009646","X-ray studies of magnetic and structural transitions in iridates","Christian Donnerer","false","Published (Approved)","07/2018","","Thesis",,,,,"false",,"true","true","I15-Extreme Conditions, I16-Materials and Magnetism","ID09a at ESRF; P09 at PETRA III",,"Physics, Materials","",,,"Quantum Materials, Physics, Magnetism, Materials Science, Diffraction, Scattering, Resonant Elastic X-ray Scattering (REXS), High-Pressure X-ray Diffraction (HP-XRD)",,,"09/08/2018"
"10504",,,"DLS:000002000010504","Structural characterisation of oligosaccharide recognition by surfactant protein D","Jamie Littlejohn","false","Published (Approved)","07/2018","8359, 10369, 14692","Thesis",,,,,"false",,"true","true","I03-Macromolecular Crystallography, I04-1-Macromolecular Crystallography (fixed wavelength), I04-Macromolecular Crystallography",,,"Biology and Bio-materials","",,,"Health & Wellbeing, Structural biology, Life Sciences & Biotech, Diffraction, Macromolecular Crystallography (MX)",,,"01/04/2019"
"9465",,,"DLS:000011000009465","Biophysical & crystallographic studies of DNA i-motifs","S. P. Gurung","false","Published (Approved)","06/2018","","Thesis",,,,,"false",,"true","true","B23-Circular Dichroism, I02-Macromolecular Crystallography",,,"Chemistry, Biology and Bio-materials","",,,"Biochemistry, Chemistry, Structural biology, Biophysics, Life Sciences & Biotech, Spectroscopy, Circular Dichroism (CD)",,,"18/06/2018"
"9485",,,"DLS:000004000009485","Interface magnetic properties in ferromagnetic metal/semiconductor and related heterostructures","Yu Yan","false","Published (Approved)","06/2018","","Thesis",,,,,"false",,"true","true","I06-Nanoscience (XPEEM), I10-Beamline for Advanced Dichroism - scattering",,,"Materials, Physics, Information and Communication Technology","",,"Ferromagnetism; Semiconductors","Surfaces, Quantum Materials, Physics, Electronics, Components & Micro-systems, Information & Communication Technologies, Magnetism, Materials Science, interfaces and thin films, Spectroscopy, Circular Dichroism (CD), X-ray Absorption Spectroscopy (XAS), X-ray Magnetic Circular Dichroism (XMCD)",,,"21/06/2018"
"9482",,,"DLS:000011000009482","Structural and dynamic characterization of the Golgi Reassembly and Stacking Protein (GRASP) in solution","Luis Felipe Santos Mendes","false","Published (Approved)","06/2018","","Thesis",,,,,"false",,"true","true","B23-Circular Dichroism",,,"Biology and Bio-materials","",,,"Biochemistry, Chemistry, Biophysics, Life Sciences & Biotech, Spectroscopy, Circular Dichroism (CD)",,,"21/06/2018"
"9650","10.15496/publikation-24162",,"DLS:00001A000009650","Impact of partial nitrogen and fluorine substitution on the interface properties of π-conjugated molecules adsorbed on inorganic substrates. A combined photoelectron-spectroscopy and X-ray-standing-waves study","Antoni Franco Cañellas","false","Published (Approved)","06/2018","9523, 9848, 10443, 11337, 11415, 12797, 13740","Thesis",,,,,"false",,"true","true","I09-Surface and Interface Structural Analysis","BESSY II",,"Physics, Chemistry, Materials","","X-ray standing waves; X-ray photoelectron spectroscopy; Organic-inorganic interface; π-conjugated organic molecules; metal surface; zinc oxide;","Semiconductors","Physics, Physical Chemistry, Electronics, Chemistry, Materials Science, Organic Chemistry",,,"10/08/2018"
"9828",,,"DLS:00001A000009828","Probing the geometrical and electronic structure of two-dimensional charge transfer networks on metal surfaces","Philip Blowey","false","Published (Approved)","06/2018","17261, 14884, 15899, 15122, 12975, 11310, 9459, 8940","Thesis",,,,,"false",,"true","true","I09-Surface and Interface Structural Analysis",,,"Physics, Materials","",,,"Surfaces, Physics, Hard condensed matter - structures, Electronics, Materials Science, interfaces and thin films, Diffraction, Low Energy Electron Diffraction (LEED)",,,"27/09/2018"
"10038",,,"DLS:000011000010038","Characterisation of the enterococcal sensor kinase VanSA and its ligand binding properties","Charlotte Sarah Hughes","false","Published (Approved)","05/2018","","Thesis",,,,,"false",,"true","true","B23-Circular Dichroism",,,"Biology and Bio-materials, Chemistry","",,"Bacteria","Pathogens, Antibiotic Resistance, Infectious Diseases, Health & Wellbeing, Biochemistry, Chemistry, Life Sciences & Biotech, Spectroscopy, Circular Dichroism (CD)",,,"20/11/2018"
"10049",,,"DLS:00001A000010049","Synchrotron x-ray studies of  epitaxial 2D material interfaces","Gavin Paul Campbell","false","Published (Approved)","05/2018","","Thesis",,,,,"false",,"true","true","I09-Surface and Interface Structural Analysis","ID32 at ESRF",,"Materials, Physics","",,,"Surfaces, Physics, Materials Science, interfaces and thin films, Diffraction, X-ray Standing Wave (XSW)",,,"22/11/2018"
"10329","10.48730/h41y-r875",,"DLS:000010000010329","Synthesis of Calcium Silicate Hydrate (C-S-H) and novel cementitious materials : characterisation, engineering applications and environmental aspects","Riccardo Maddalena","false","Published (Approved)","05/2018","12533","Thesis",,,,,"false",,"true","true","I12-JEEP: Joint Engineering, Environmental and Processing, I15-1-X-ray Pair Distribution Function (XPDF)",,,"Materials, Engineering, Environment","",,,"Earth Sciences & Environment, Radioactive Materials, Materials Engineering & Processes, Materials Science, Engineering & Technology, Nuclear Waste, Imaging, Scattering, Tomography, Pair Distribution Function (PDF)",,,"13/02/2019"
"12179",,,"DLS:000000000012179","Structure and properties of states containing strongly-correlated disorder","Alistair Overy","false","Published (Approved)","05/2018","","Thesis",,,,,"false",,"false","false","",,,"Materials, Chemistry","",,,"Chemistry, Materials Science, Inorganic Chemistry",,,"23/06/2020"
"9314",,,"DLS:000002000009314","Design and characterisation of tool inhibitors of DNA damage response proteins","Katie Melissa Duffell","false","Published (Approved)","04/2018","","Thesis",,,,,"false",,"true","true","I03-Macromolecular Crystallography",,,"Biology and Bio-materials, Medicine, Chemistry","","Medicine; Pharmacy and materia medica; Materia medica; Pharmaceutical chemistry; Drug design",,"Health & Wellbeing, Biochemistry, Chemistry, Structural biology, Drug Discovery, Life Sciences & Biotech, Diffraction, Macromolecular Crystallography (MX)",,,"02/05/2018"
"9298",,,"DLS:000015000009298","Structural and functional characterisation of feline calicivirus entry","Michaela Jayne Conley","false","Published (Approved)","04/2018","","Thesis",,,,,"false",,"true","true","B21-High Throughput SAXS",,,"Biology and Bio-materials","","Feline calicivirus; FCV; cryo-EM; electron microscopy; virus entry; RNA virus; fJAM-A; feline junctional adhesion molecule A; RNA release assay; VP1; conformational change","Viruses","Pathogens, Infectious Diseases, Health & Wellbeing, Structural biology, Life Sciences & Biotech, Scattering, Small Angle X-ray Scattering (SAXS)",,,"26/04/2018"
"9390",,,"DLS:000002000009390","Biochemical and structural characterisation of human phosphatidylinositol transfer protein Nir2 and American hookworm lipid binding protein Na-FAR-1","Andrei Kamenski","false","Published (Approved)","04/2018","","Thesis",,,,,"false",,"true","true","I03-Macromolecular Crystallography",,,"Biology and Bio-materials, Chemistry","","Nir2; Na-FAR-1; biomolecular NMR; X-ray crystallography; PITP; lipid binding proteins",,"Biochemistry, Chemistry, Structural biology, Life Sciences & Biotech, Diffraction, Macromolecular Crystallography (MX)",,,"29/05/2018"
"9189",,,"DLS:000009000009189","Experimental studies of hydrated analogue materials of relevance to Solar System bodies using synchrotron radiation","Emmal Safi","false","Published (Approved)","03/2018","","Thesis",,,,,"false",,"true","true","I11-High Resolution Powder Diffraction",,,"Earth Science","",,"Europa; Enceladus; Titan; Mars","Earth Sciences & Environment, Geology, Diffraction, X-ray Powder Diffraction, Planetary Geology",,,"22/03/2018"
"9165",,,"DLS:000018000009165","High-aspect ratio nanofabrication for hard X-ray zone plates","Karolis Parfeniukas","false","Published (Approved)","03/2018","","Thesis",,,,,"false",,"true","true","I13-1-Coherence",,,"Materials","","nanofabrication; x-ray optics; zone plate; tungsten; silicon; reactive ion etching; metal-assisted chemical etching; Ronchi test",,"Technique Development - Materials Science, Materials Science, Imaging, Coherent Diffraction Imaging (CDI), Ptychography",,,"19/03/2018"
"9387",,,"DLS:000015000009387","Structural and functional studies on CHFR autoubiquitination","Leanna Louise Smith","false","Published (Approved)","03/2018","","Thesis",,,,,"false",,"true","true","B21-High Throughput SAXS",,,"Biology and Bio-materials","",,"Enzymes","Structural biology, Life Sciences & Biotech, Scattering, Small Angle X-ray Scattering (SAXS)",,,"29/05/2018"
"9487",,,"DLS:000008000009487","Investigations into the potential effectiveness of new and existing corneal cross-linking therapies","Nada H. Aldahlawi","false","Published (Approved)","03/2018","","Thesis",,,,,"false",,"true","true","I22-Small angle scattering & Diffraction",,,"Biology and Bio-materials","",,,"Health & Wellbeing, Ophthalmology, Life Sciences & Biotech, Scattering, Small Angle X-ray Scattering (SAXS)",,,"21/06/2018"
"9574",,,"DLS:000009000009574","Structure in exotic antiferromagnets","Erik  De Vos","false","Published (Approved)","03/2018","","Thesis",,,,,"false",,"true","true","I11-High Resolution Powder Diffraction",,,"Materials, Physics","","antiferromagnetism; pyrrhotite; FePS3; Powder Diffraction; Quantum Matter; Correlated Electron Systems; Resistivity; magnetization; high pressure; low temperature","Antiferromagnetism","Quantum Materials, Physics, Magnetism, Materials Science, Diffraction, X-ray Powder Diffraction",,,"19/07/2018"
"9191",,,"DLS:000008000009191","Nanoscale mechanics of collagen in articular cartilage","Sheetal Rajendra Inamdar","false","Published (Approved)","02/2018","","Thesis",,,,,"false",,"true","true","I22-Small angle scattering & Diffraction","ID02 at European Synchrotron Radiation Facility (ESRF)",,"Biology and Bio-materials","",,"Osteoarthritis","Non-Communicable Diseases, Health & Wellbeing, Life Sciences & Biotech, Scattering, Small Angle X-ray Scattering (SAXS)",,,"22/03/2018"
"10079",,,"DLS:000017000010079","Atmospheric corrosion of aa2024 in ocean water environments","Sarah Jane Marie Glanvill","false","Published (Approved)","02/2018","","Thesis",,,,,"false",,"true","true","I13-2-Diamond Manchester Imaging","TOMCAT at Swiss Light Source",,"Materials, Chemistry","",,"Alloys","Physical Chemistry, Chemistry, Corrosion, Materials Science, Metallurgy, Imaging, Tomography",,,"28/11/2018"
"10977",,,"DLS:000010000010977","Studying phase transitions and co-crystallisation in pharmaceutical materials","Alexander Clout","false","Published (Approved)","02/2018","9042, 10503, 12735","Thesis",,,,,"false",,"true","true","I12-JEEP: Joint Engineering, Environmental and Processing",,,"Medicine, Chemistry","",,,"Chemistry, Diffraction, X-ray Powder Diffraction",,,"15/08/2019"
"12414",,,"DLS:000000000012414","Design and development of a turn-by-turn spectrometer in order to investigate micro-bunching instabilities at the Diamond Light Source Ltd","Aiveen Finn","false","Published (Approved)","02/2018","","Thesis",,,,,"false",,"false","false","",,,"Engineering","Accelerator Physics",,,"Engineering & Technology",,,"13/08/2020"
"9287",,,"DLS:000008000009287","Designing nanostructured peptide hydrogels containing graphene oxide and its derivatives for tissue engineering and biomedical applications","Jacek Kamil Wychowaniec","false","Published (Approved)","01/2018","15478, 15246, 12950","Thesis",,,,,"false",,"true","true","I22-Small angle scattering & Diffraction",,,"Biology and Bio-materials","","Peptide hydrogels ; nanofibre network; β-sheet; self-assembly; shear moduli; cells scaffold; graphene materials; stem cells; 3D cell culture; liquid crystal; alignment",,"Biomaterials, Materials Science, Scattering, Small Angle X-ray Scattering (SAXS)",,,"24/04/2018"
"9483",,,"DLS:000003000009483","A study of the molecular regulation of trypanosomatid phosphofructokinases as drug targets","James R. H. Kinkead","false","Published (Approved)","01/2018","","Thesis",,,,,"false",,"true","true","I04-Macromolecular Crystallography, I24-Microfocus Macromolecular Crystallography",,,"Biology and Bio-materials","",,"Sleeping Sickness; Chagas Disease; Leishmaniasis","Infectious Diseases, Disease in the Developing World, Health & Wellbeing, Structural biology, Life Sciences & Biotech, Diffraction, Macromolecular Crystallography (MX), Parasitology",,,"21/06/2018"
"9761","10.17863/CAM.18168",,"DLS:000014000009761","Atomic and electronic structure of complex metal oxides during electrochemical reaction with lithium","Kent J. Griffith","false","Published (Approved)","01/2018","11433, 14956, 16387, 17913","Thesis",,,,,"false",,"true","true","B18-Core EXAFS","17BM, 9BM at Advanced Photon Source; ISIS; MLZ; Deutsches Elektronen-Synchrotron",,"Chemistry, Materials, Energy","",,"Batteries; Lithium-ion","Energy Storage, Energy, Physical Chemistry, Energy Materials, Chemistry, Materials Science, Spectroscopy, X-ray Absorption Spectroscopy (XAS)",,,"08/09/2018"
"12412",,,"DLS:000000000012412","Ultrahigh-vacuum and ambient-pressure characterisation of  nickel model catalysts for enantioselective hydrogenation reactions","Panayiotis Tsaousis","false","Published (Approved)","01/2018","","Thesis",,,,,"false",,"true","true","B07-C-Versatile Soft X-ray beamline: Ambient Pressure XPS and NEXAFS","SUPERESCA at Elettra; D1011 at MAX-Lab; HE-SGM at BESSY II",,"Chemistry","",,,"Physical Chemistry, Catalysis, Chemistry, Spectroscopy, X-ray Absorption Spectroscopy (XAS), Near Edge X-ray Absorption Fine Structures (NEXAFS)",,,"13/08/2020"
"8985",,,"DLS:000014000008985","Novel Lewis acidic zeolites as heterogeneous catalysts for liquid phase chemistry","Abbas Al-Nayili","false","Published (Approved)","12/2017","8071","Thesis",,,,,"false",,"true","true","B18-Core EXAFS",,,"Chemistry, Materials","",,,"Zeolites, Physical Chemistry, Catalysis, Chemistry, Materials Science, Spectroscopy, X-ray Absorption Spectroscopy (XAS), Extended X-ray Absorption Fine Structure (EXAFS)",,,"23/01/2018"
"9809",,,"DLS:000001000009809","Structural and functional analysis of proteins involved in the c-di-GMP network of the predatory bacterium Bdellovibrio bacteriovorus","Richard Meek","false","Published (Approved)","12/2017","8359, 10369","Thesis",,,,,"false",,"true","true","I02-Macromolecular Crystallography, I03-Macromolecular Crystallography, I04-1-Macromolecular Crystallography (fixed wavelength), I04-Macromolecular Crystallography",,,"Biology and Bio-materials","",,"Bacteria","Structural biology, Life Sciences & Biotech, Diffraction, Macromolecular Crystallography (MX)",,,"25/09/2018"
"12176",,,"DLS:000004000012176","X-ray magnetic circular dichroism and scanning tunnelling microscopy applied to molecular spintronics","Gary Ledger","false","Published (Approved)","12/2017","","Thesis",,,,,"false",,"true","true","I06-Nanoscience (XPEEM)",,,"Physics","",,,"Surfaces, Physics, Magnetism, Spectroscopy, Circular Dichroism (CD), Linear Dichroism (LD), X-ray Absorption Spectroscopy (XAS), X-ray Magnetic Circular Dichroism (XMCD), X-ray Magnetic Linear Dichroism (XMLD)",,,"23/06/2020"
"8741",,,"DLS:000010000008741","The use of synchrotron x-ray micro computed tomography to study the failure mechanisms of thermal barrier coatings","Danial Khoshkhou","false","Published (Approved)","11/2017","","Thesis",,,,,"false",,"true","true","I12-JEEP: Joint Engineering, Environmental and Processing",,,"Materials, Engineering","",,,"Materials Engineering & Processes, Materials Science, Engineering & Technology, Imaging, Tomography",,,"13/11/2017"
"8747",,,"DLS:00001F000008747","Physical and chemical properties of matrix in primitive chondrites","Epifanio Vaccaro","false","Published (Approved)","11/2017","","Thesis",,,,,"false",,"true","true","I08-Scanning X-ray Microscopy beamline (SXM)",,,"Earth Science","",,"Meteorites","Earth Sciences & Environment, Geology, Imaging, Spectroscopy, X-ray Fluorescence (XRF), X-ray Absorption Spectroscopy (XAS), X-ray Absorption Near Edge Structure (XANES), Planetary Geology",,,"14/11/2017"
"8777",,,"DLS:000008000008777","Sucrose stearate as food-grade stabilizer for lipid-based nanoparticles: characterization of the internal structure and time stability of eicosapentaenoic acid loaded mesosomes","Filippo Ceola","false","Published (Approved)","11/2017","","Thesis",,,,,"false",,"true","true","I22-Small angle scattering & Diffraction",,,"Biology and Bio-materials, Food Science, Medicine","",,,"Drug Delivery, Health & Wellbeing, Life Sciences & Biotech, Scattering, Small Angle X-ray Scattering (SAXS), Wide Angle X-ray Scattering (WAXS), Food Science",,,"21/11/2017"
"8809",,,"DLS:00000F000008809","Diffusion in Nanocrystals by Coherent Diffraction Imaging","Ana Katrina C. Estandarte","false","Published (Approved)","11/2017","","Thesis",,,,,"false",,"true","true","I07-Surface & interface diffraction",,,"Materials, Chemistry","","coherent diffraction imaging; diffusion in nanocrystals; gold iron; alloying in nanocrystals",,"Chemistry, Materials Science, Nanoscience/Nanotechnology, Imaging, Coherent Diffraction Imaging (CDI)",,,"29/11/2017"
"8983",,,"DLS:000014000008983","Design, synthesis and characterisation of novel materials for photocatalytic water splitting","Emily Glover","false","Published (Approved)","11/2017","","Thesis",,,,,"false",,"true","true","B18-Core EXAFS","ESRF",,"Materials, Chemistry","",,"Photocatalysis","Physical Chemistry, Catalysis, Chemistry, Materials Science, Spectroscopy, X-ray Absorption Spectroscopy (XAS)",,,"23/01/2018"
"10506",,,"DLS:000002000010506","Structural studies of surfactant protein D in complex with bacterial lipopolysaccharide ligands","Ruben Da Silva","false","Published (Approved)","11/2017","8359, 10369, 14692","Thesis",,,,,"false",,"true","true","I03-Macromolecular Crystallography, I04-1-Macromolecular Crystallography (fixed wavelength), I04-Macromolecular Crystallography",,,"Biology and Bio-materials","",,"Bacteria","Structural biology, Life Sciences & Biotech, Diffraction, Macromolecular Crystallography (MX)",,,"01/04/2019"
"11598",,,"DLS:00000F000011598","Interactions of native and modified clupeine with escherichia coli K-12 and Salmonella enterica serovar Typhimurium 14028 cells and model biomembranes","Marcia English","false","Published (Approved)","11/2017","","Thesis",,,,,"false",,"true","true","I07-Surface & interface diffraction","ISIS",,"Biology and Bio-materials, Food Science","","Clupeine; Cationic Antimicrobial Peptide; Neutron Reflectomery",,"Life Sciences & Biotech, Diffraction, X-ray Reflectivity (XRR), Food Science",,,"06/02/2020"
