"Publications Database Id","DOI","PMID","ISI ID","Title of Paper","Authors","Industrial Partner Is Co-author?","Publication State","Date Published","Diamond Proposal Number","Publication Type","Title of Journal","Journal Volume","Journal Pages","Title of Conference","Peer Reviewed","Magazine Title","Uses Synchrotron, EM or Offline lab Data?","Data From Diamond?","Beamlines","Additional Facilities If Data From Diamond","Facility If Data Not From Diamond","Subject Areas","Technical Areas","Keywords","Diamond Keywords","Discipline/Technical Tags","ISBN","Book Chapter","Added On"
"16744",,,"DLS:000000000016744","Photoactivatable iridium(III) anticancer complexes","Oliver W. L. Carter","false","Published (Approved)","02/2023","","Thesis",,,,,"false",,"true","true","I14-Hard X-ray Nanoprobe",,,"Biology and Bio-materials, Chemistry, Medicine","",,"Lung Cancer","Non-Communicable Diseases, Molecular Complexes, Health & Wellbeing, Cancer, Biochemistry, Chemistry, Materials Science, Life Sciences & Biotech, Imaging, Spectroscopy, X-ray Fluorescence (XRF), X-ray Absorption Spectroscopy (XAS), X-ray Absorption Near Edge Structure (XANES)",,,"15/11/2023"
"15734",,,"DLS:000017000015734","The bone microstructure of living and fossil birds: high-resolution 3D imaging for enhanced avian palaeobiology","Katherine A. Williams","false","Published (Approved)","01/2023","","Thesis",,,,,"false",,"true","true","I13-2-Diamond Manchester Imaging","TOMCAT at SLS",,"Earth Science","",,,"Earth Sciences & Environment, Palaeontology, Geology, Imaging, Tomography",,,"07/02/2023"
"15589",,,"DLS:000015000015589","A novel factor-dependent internal ribosome entry site and programmed frameshifting signal in the bemisia-associated dicistrovirus 2","Yihang Chen","false","Published (Approved)","12/2022","","Thesis",,,,,"false",,"true","true","B21-High Throughput SAXS",,,"Biology and Bio-materials, Chemistry, Medicine","",,"Viruses","Pathogens, Health & Wellbeing, Biochemistry, Chemistry, Structural biology, Drug Discovery, Life Sciences & Biotech, Scattering, Small Angle X-ray Scattering (SAXS)",,,"20/12/2022"
"15599",,,"DLS:00000F000015599","Ordered arrays of low-dimensional Au and Pd : synthesis and in situ observations","Giuseppe Abbondanza","false","Published (Approved)","12/2022","","Thesis",,,,,"false",,"true","true","I07-Surface & interface diffraction","P21.2 at Petra III",,"Materials, Chemistry, Energy","","nanowires (NWs); nanorods; nanoparticles; Au; Pd; Al; Al2O3; anodization; nano-porous anodic aluminum oxide; powder diffraction; x-ray diffraction; x-ray scattering; SAXS; WAXS; grazing-incidence; two-dimensional surface optical reflectance","Hydrogen Storage","Energy Storage, Energy, Physical Chemistry, Chemistry, Materials Science, Nanoscience/Nanotechnology, Scattering, Small Angle X-ray Scattering (SAXS), Grazing Incidence Small Angle Scattering (GISAXS)",,,"23/12/2022"
"15657",,,"DLS:00001C000015657","Nano-scale electronic structure of strongly correlated electron systems","Willem Olivier Tromp","false","Published (Approved)","12/2022","","Thesis",,,,,"false",,"true","true","I05-ARPES",,,"Materials, Physics","",,,"Superconductors, Quantum Materials, Physics, Hard condensed matter - structures, Materials Science, Spectroscopy, Angle Resolved Photoemission Spectroscopy (ARPES)",,,"09/01/2023"
"15658",,,"DLS:000007000015658","X-ray and optical techniques for classification & characterization of tissue for applications in cancer","Erica Dao","false","Published (Approved)","12/2022","","Thesis",,,,,"false",,"true","true","I18-Microfocus Spectroscopy",,,"Biology and Bio-materials","",,"Breast Cancer; Prostate Cancer","Non-Communicable Diseases, Health & Wellbeing, Cancer, Biophysics, Life Sciences & Biotech, Imaging, X-ray Fluorescence (XRF)",,,"09/01/2023"
"15676",,,"DLS:000008000015676","Self-assembling properties of mono and di-rhamnolipids and their interactions with model membranes","Alessandra Marega Motta","false","Published (Approved)","12/2022","","Thesis",,,,,"false",,"true","true","I22-Small angle scattering & Diffraction",,,"Biology and Bio-materials","",,,"Biophysics, Life Sciences & Biotech, Scattering, Small Angle X-ray Scattering (SAXS), Wide Angle X-ray Scattering (WAXS)",,,"16/01/2023"
"15844",,,"DLS:000000000015844","Confinement and inclusions in single crystalline biominerals","Danielle Duggins","false","Published (Approved)","12/2022","","Thesis",,,,,"false",,"true","true","I14-Hard X-ray Nanoprobe",,,"Materials","",,"Biomineralisation","Biomaterials, Materials Science, Imaging, X-ray Fluorescence (XRF)",,,"12/03/2023"
"15474",,,"DLS:000006000015474","Probing the ultrafast dynamics of the magnetic phase transition in FeRh nanostructures","Michael Grimes","false","Published (Approved)","11/2022","","Thesis",,,,,"false",,"true","true","I16-Materials and Magnetism","MS at SLS; BL3 at SACLA",,"Materials, Physics, Information and Communication Technology","",,"Data Storage","Physics, Hard condensed matter - structures, Components & Micro-systems, Information & Communication Technologies, Magnetism, Materials Science, Nanoscience/Nanotechnology, Scattering, Wide Angle X-ray Scattering (WAXS), Grazing Incidence Wide Angle Scattering (GIWAXS)",,,"17/11/2022"
"15493",,,"DLS:000003000015493","Probing sequence plasticity of Ung inhibitors via synthetic and structural biology","Wael Muselmani","false","Published (Approved)","11/2022","","Thesis",,,,,"false",,"true","true","I04-Macromolecular Crystallography","ID30B at ESRF",,"Biology and Bio-materials","",,"Enzymes","Structural biology, Life Sciences & Biotech, Diffraction, Macromolecular Crystallography (MX)",,,"22/11/2022"
"15568",,,"DLS:000018000015568","Radiation effects on the structure of chromosomes","Archana Bhartiya","false","Published (Approved)","11/2022","","Thesis",,,,,"false",,"true","true","I13-1-Coherence",,,"Biology and Bio-materials","",,,"Structural biology, Biophysics, Life Sciences & Biotech, Imaging, Coherent Diffraction Imaging (CDI), Ptychography",,,"15/12/2022"
"15500",,,"DLS:00003E000015500","X-ray studies of molecular structure during the crystallisation of organic salts","Bethan Evans","false","Published (Approved)","11/2022","","Thesis",,,,,"false",,"true","true","I15-1-X-ray Pair Distribution Function (XPDF)",,,"Chemistry, Medicine","","X-ray pair distribution function; X-ray Raman scattering; crystallisation; organic salt; EPSR; molecular modelling; solution structure",,"Chemistry, Scattering, Pair Distribution Function (PDF), Total Scattering",,,"24/11/2022"
"15575",,,"DLS:000010000015575","In situ full-field characterisation of strain concentrations (deformation twins, slip bands and cracks)","Abdalrhaman Mohamed Koko","false","Published (Approved)","11/2022","13579","Thesis",,,,,"false",,"true","true","I12-JEEP: Joint Engineering, Environmental and Processing",,,"Materials, Engineering","",,,"Materials Engineering & Processes, Materials Science, Engineering & Technology, Diffraction, Energy Dispersive Diffraction (EDD)",,,"16/12/2022"
"15399",,,"DLS:000008000015399","The impact of viscous self-assembled phase formation on the ageing and atmospheric lifetimes of organic aerosol proxies","Adam Milsom","false","Published (Approved)","10/2022","","Thesis",,,,,"false",,"true","true","I22-Small angle scattering & Diffraction",,,"Chemistry, Environment, Materials","",,,"Desertification & Pollution, Earth Sciences & Environment, Climate Change, Atmospheric Processes, Chemistry, Materials Science, Organic Chemistry, Scattering, Small Angle X-ray Scattering (SAXS)",,,"26/10/2022"
"15397","10.5525/gla.thesis.83209",,"DLS:000015000015397","A study of the complex relationship between self-assembly, activity and material properties of low molecular weight gelators","Daniel Mcdowall","false","Published (Approved)","10/2022","","Thesis",,,,,"false",,"true","true","B21-High Throughput SAXS",,,"Chemistry","",,"Photocatalysis","Physical Chemistry, Catalysis, Chemistry, Scattering, Small Angle X-ray Scattering (SAXS)",,,"26/10/2022"
"15413",,,"DLS:000002000015413","Exploring chemical space in covalent and competitive glycosidase inhibitor design","Y. Chen","false","Published (Approved)","10/2022","","Thesis",,,,,"false",,"true","true","I03-Macromolecular Crystallography, I04-Macromolecular Crystallography",,,"Biology and Bio-materials, Chemistry, Medicine","",,"Enzymes","Health & Wellbeing, Biochemistry, Chemistry, Structural biology, Drug Discovery, Life Sciences & Biotech, Diffraction, Macromolecular Crystallography (MX)",,,"02/11/2022"
"15388",,,"DLS:000002000015388","Glycosidases as an analytical tool in glycomics assays","Osmond D. Rebello","false","Published (Approved)","10/2022","","Thesis",,,,,"false",,"true","true","I03-Macromolecular Crystallography, I04-Macromolecular Crystallography, VMXi-Versatile Macromolecular Crystallography in situ ",,,"Biology and Bio-materials, Chemistry","",,,"Biochemistry, Chemistry, Structural biology, Life Sciences & Biotech, Diffraction, Macromolecular Crystallography (MX)",,,"25/10/2022"
"15373",,,"DLS:000002000015373","Recombinant production and investigation of neurotransmitter channels and transporters","Samuel Davis","false","Published (Approved)","10/2022","","Thesis",,,,,"false",,"true","true","I03-Macromolecular Crystallography, I24-Microfocus Macromolecular Crystallography",,,"Biology and Bio-materials","",,,"Health & Wellbeing, Neurology, Structural biology, Life Sciences & Biotech, Diffraction, Macromolecular Crystallography (MX)",,,"20/10/2022"
"15435",,,"DLS:000015000015435","Investigations of prokaryotic defense systems","Hannah Domgaard","false","Published (Approved)","10/2022","","Thesis",,,,,"false",,"true","true","B21-High Throughput SAXS",,,"Biology and Bio-materials, Chemistry","",,"Bacteria","Biochemistry, Chemistry, Structural biology, Life Sciences & Biotech, Scattering, Small Angle X-ray Scattering (SAXS)",,,"07/11/2022"
"15467",,,"DLS:00000A000015467","Time-resolved electron and serial X-ray crystallography of PbS quantum dots and biomolecules","Antoine Sarracini","false","Published (Approved)","10/2022","","Thesis",,,,,"false",,"true","true","I24-Microfocus Macromolecular Crystallography","XPP at LCLS; SACLA; PETRA III; G3 at CHESS",,"Biology and Bio-materials, Technique Development","",,,"Technique Development - Life Sciences & Biotech, Structural biology, Life Sciences & Biotech, Diffraction, Macromolecular Crystallography (MX)",,,"16/11/2022"
"15260",,,"DLS:00000F000015260","Structural studies of the solid-liquid interface - reactions at the noble electrode surface","Jack William Beane","false","Published (Approved)","09/2022","","Thesis",,,,,"false",,"true","true","I07-Surface & interface diffraction, I16-Materials and Magnetism","BM28 at ESRF",,"Chemistry, Physics, Materials","",,,"Surfaces, Physics, Physical Chemistry, Chemistry, Materials Science, interfaces and thin films, Diffraction",,,"24/09/2022"
"15263",,,"DLS:000002000015263","A structural and biophysical dissection of bacterial sulfoquinovose catabolism","Alexander Snow","false","Published (Approved)","09/2022","18598","Thesis",,,,,"false",,"true","true","I03-Macromolecular Crystallography, I04-Macromolecular Crystallography",,,"Biology and Bio-materials, Chemistry","","structural biology; sulfur; biochemistry; glycobiology","Bacteria","Biochemistry, Chemistry, Structural biology, Biophysics, Life Sciences & Biotech, Diffraction, Macromolecular Crystallography (MX)",,,"24/09/2022"
"15238",,,"DLS:00000A000015238","Novel delivery and sample mixing for synchrotron diffraction experiments using acoustic levitation with multi-transducer arrays","Elizabeth R. Dye","false","Published (Approved)","09/2022","","Thesis",,,,,"false",,"true","true","I24-Microfocus Macromolecular Crystallography",,,"Engineering, Biology and Bio-materials","",,,"Structural biology, Engineering & Technology, Life Sciences & Biotech, Diffraction, Macromolecular Crystallography (MX)",,,"15/09/2022"
"15344",,,"DLS:000008000015344","Local structure and dynamics of next generation electrolytes - linking microscopic and macroscopic properties","Filippa Lundin","false","Published (Approved)","09/2022","","Thesis",,,,,"false",,"true","true","I22-Small angle scattering & Diffraction",,,"Chemistry, Energy","","Ion Transport; Structure; QENS; Electrolytes; SAXS; Dynamics; Highly concentrated electrolytes; Ionic Liquids","Batteries; Lithium-ion","Energy Storage, Energy, Physical Chemistry, Chemistry, Scattering, Small Angle X-ray Scattering (SAXS)",,,"12/10/2022"
"15565",,,"DLS:000010000015565","In situ and operando monitoring of laser additive manufacturing","Tristan Fleming","false","Published (Approved)","09/2022","","Thesis",,,,,"false",,"true","true","I12-JEEP: Joint Engineering, Environmental and Processing","32-ID at APS",,"Materials, Engineering","",,"Additive Manufacturing; Alloys","Materials Engineering & Processes, Materials Science, Engineering & Technology, Metallurgy, Imaging, Tomography",,,"15/12/2022"
"15722",,,"DLS:00003E000015722","Diffraction between the spots: scanning electron diffraction of beam- sensitive disordered materials","Joonatan E. M. Laulainen","false","Published (Approved)","09/2022","","Thesis",,,,,"false",,"true","true","I15-1-X-ray Pair Distribution Function (XPDF)",,,"Materials, Chemistry","",,,"Chemistry, Materials Science, Organic Chemistry, Diffraction",,,"31/01/2023"
"15879","10.17863/CAM.94908",,"DLS:00003E000015879","The effect of framework structure and chemical functionality on melting in zeolitic imidazolate frameworks","Alice M. Bumstead","false","Published (Approved)","09/2022","20038","Thesis",,,,,"false",,"true","true","I15-1-X-ray Pair Distribution Function (XPDF)",,,"Materials, Chemistry","","Chemistry; Materials science; Metal-organic frameworks; Glass",,"Chemistry, Materials Science, Metal-Organic Frameworks, Metallurgy, Scattering, Total Scattering, Organometallic Chemistry",,,"28/03/2023"
"15140",,,"DLS:000014000015140","Synthesis, characterisation and applications of zinc-substituted zeotypes","Irene R. Mazzei","false","Published (Approved)","08/2022","","Thesis",,,,,"false",,"true","true","B18-Core EXAFS",,,"Chemistry, Materials","",,,"Zeolites, Physical Chemistry, Catalysis, Chemistry, Materials Science, Spectroscopy, X-ray Absorption Spectroscopy (XAS)",,,"14/08/2022"
"15139",,,"DLS:000018000015139","X-ray microscopy and phase imaging towards time-resolved applications in laboratory astrophysics","Andreas Wolf","false","Published (Approved)","08/2022","","Thesis",,,,,"false",,"true","true","I13-1-Coherence",,,"Physics","","X-ray imaging; X-ray microscopy; grating interferometry; laboratory astrophysics; near-field holography; phase retrieval",,"Physics, Technique Development - Physics, Imaging, Tomography, Astronomy & Astrophysics",,,"14/08/2022"
"15155",,,"DLS:000000000015155","Advancing simulation methods for molecular design and drug discovery","Matthew Hurley","false","Published (Approved)","08/2022","","Thesis",,,,,"false",,"true","true","NONE-No attached Diamond beamline",,,"Medicine, Biology and Bio-materials","",,"COVID-19; Viruses","Pathogens, Infectious Diseases, Health & Wellbeing, Structural biology, Drug Discovery, Life Sciences & Biotech, Diffraction, Macromolecular Crystallography (MX), Fragment Screening",,,"22/08/2022"
"15265",,,"DLS:00001A000015265","Charge transfer and built-in fields at a semiconductor-crystalline oxide interface: effects of the interface dipole and surface termination","Matthew Dennis Chrysler","false","Published (Approved)","08/2022","","Thesis",,,,,"false",,"true","true","I09-Surface and Interface Structural Analysis",,,"Physics, Materials","",,"Semiconductors","Surfaces, Physics, Electronics, Materials Science, interfaces and thin films, Perovskites, Metallurgy, Spectroscopy, X-ray Photoelectron Spectroscopy (XPS), Hard X-ray Photoelectron Spectroscopy (HAXPES)",,,"24/09/2022"
"15233",,,"DLS:000009000015233","High-pressure structural investigation of exotic perovskites","Martin Ottesen","false","Published (Approved)","08/2022","22020","Thesis",,,,,"false",,"true","true","I11-High Resolution Powder Diffraction","13-BM-D, 15-ID-D at APS; ODE at SOLEIL; P02.1 at DESY; SNAP at ORNL",,"Materials, Chemistry","",,,"Chemistry, Materials Science, Inorganic Chemistry, Perovskites, Metallurgy, Diffraction, X-ray Powder Diffraction",,,"14/09/2022"
"15334",,,"DLS:00001A000015334","Machine learning at the nanoscale","Oliver M. Gordon","false","Published (Approved)","08/2022","","Thesis",,,,,"false",,"true","true","I09-Surface and Interface Structural Analysis",,,"Information and Communication Technology, Technique Development","",,,"Technique Development - Materials Science, Artificial Intelligence, Information & Communication Technologies, Materials Science, Data processing, Diffraction, X-ray Standing Wave (XSW)",,,"07/10/2022"
"15331",,,"DLS:000011000015331","Exploring the molecular mechanisms of Ag(I) transporters involved in bacterial Ag(I) resistance","Ryan Lithgo","false","Published (Approved)","08/2022","","Thesis",,,,,"false",,"true","true","B23-Circular Dichroism, I24-Microfocus Macromolecular Crystallography, Krios I-Titan Krios I at Diamond",,,"Biology and Bio-materials, Chemistry, Medicine","",,"Bacteria","Biochemistry, Chemistry, Structural biology, Biophysics, Life Sciences & Biotech, Diffraction, Microscopy, Spectroscopy, Macromolecular Crystallography (MX), Electron Microscopy (EM), Cryo Electron Microscopy (Cryo EM), Circular Dichroism (CD)",,,"06/10/2022"
"15330",,,"DLS:00000D000015330","Synthesis and applications of group 4 and 13 metal-organic frameworks","Claire Housley","false","Published (Approved)","08/2022","","Thesis",,,,,"false",,"true","true","I19-Small Molecule Single Crystal Diffraction",,,"Materials, Chemistry","",,,"Chemistry, Materials Science, Metal-Organic Frameworks, Metallurgy, Diffraction, Single Crystal X-ray Diffraction (SXRD), Organometallic Chemistry",,,"06/10/2022"
"15566",,,"DLS:000004000015566","Antiferromagnetic domain structure in tetragonal CuMnAs films: A picturebook of domains, domain walls and everything in between","Sonka Reimers","false","Published (Approved)","08/2022","","Thesis",,,,,"false",,"true","true","I06-Nanoscience (XPEEM)","Nanomax at MAX IV",,"Materials, Physics","",,"Spintronics; Antiferromagnetism","Surfaces, Quantum Materials, Physics, Electronics, Magnetism, Materials Science, interfaces and thin films, Microscopy, Spectroscopy, Electron Microscopy (EM), PhotoEmmission Electron Microscopy (PEEM), Linear Dichroism (LD), X-ray Magnetic Linear Dichroism (XMLD)",,,"15/12/2022"
"15065",,,"DLS:000000000015065","The aggregation of alpha-synuclein and its disaggregation by the Hsp70 disaggregation machinery","Jim Emilien Jacques Monistrol","false","Published (Approved)","07/2022","","Thesis",,,,,"false",,"true","true","Krios I-Titan Krios I at Diamond, M01-Polara at OPIC (Oxford)",,,"Biology and Bio-materials, Chemistry","",,,"Neurodegenerative Diseases, Non-Communicable Diseases, Health & Wellbeing, Biochemistry, Neurology, Chemistry, Structural biology, Life Sciences & Biotech",,,"21/07/2022"
"15052",,,"DLS:000010000015052","Development of correlative neutron and X-ray computed tomography to study fluid dynamics and structural deformation at the micro-scale in plant and soil systems","Thomas J. Clark","false","Published (Approved)","07/2022","","Thesis",,,,,"false",,"true","true","I12-JEEP: Joint Engineering, Environmental and Processing","IMAT at ISIS",,"Biology and Bio-materials","",,,"Plant science, Life Sciences & Biotech, Imaging, Tomography",,,"20/07/2022"
"15122",,,"DLS:00001A000015122","Resistive switching in Pr1−xCaxMnO3/YSZ conclusive model and switching kinetics","Benedikt Johannes Arndt","false","Published (Approved)","07/2022","","Thesis",,,,,"false",,"true","true","I09-Surface and Interface Structural Analysis","GALXIES at SOLEIL",,"Materials, Physics, Information and Communication Technology","",,"Data Storage","Surfaces, Physics, Electronics, Components & Micro-systems, Information & Communication Technologies, Materials Science, interfaces and thin films, Spectroscopy, X-ray Photoelectron Spectroscopy (XPS), Hard X-ray Photoelectron Spectroscopy (HAXPES)",,,"08/08/2022"
"15124",,,"DLS:000015000015124","Investigation of the function of the SH3-like domain of  the Saccharopolyspora erythraea iron-dependent  regulator","Carita Hammar","false","Published (Approved)","07/2022","","Thesis",,,,,"false",,"true","true","B21-High Throughput SAXS",,,"Biology and Bio-materials","",,"Bacteria","Antibiotic Resistance, Health & Wellbeing, Structural biology, Biophysics, Life Sciences & Biotech, Scattering, Small Angle X-ray Scattering (SAXS)",,,"10/08/2022"
"15326",,,"DLS:000001000015326","Unravelling the reaction mechanism of glutamate amidation in Staphylococcus aureus peptidoglycan","Francisco Miguel Leisico","false","Published (Approved)","07/2022","","Thesis",,,,,"false",,"true","true","I02-Macromolecular Crystallography",,,"Biology and Bio-materials, Medicine","","MurT-GatD; Peptidoglycan amidation; Staphylococcus aureus; Streptococcus pneumoniae; X-ray crystallography","Bacteria; Enzymes","Pathogens, Antibiotic Resistance, Infectious Diseases, Health & Wellbeing, Structural biology, Drug Discovery, Life Sciences & Biotech, Diffraction, Macromolecular Crystallography (MX)",,,"06/10/2022"
"15450",,,"DLS:000014000015450","Metal-organic frameworks: a new approach to control the geometry and surface chemistry of nanocatalysts","James King","false","Published (Approved)","07/2022","","Thesis",,,,,"false",,"true","true","B18-Core EXAFS, E01-JEM ARM 200CF, E02-JEM ARM 300CF, I20-EDE-Energy Dispersive EXAFS (EDE)","TOSCA at ISIS",,"Materials, Chemistry","",,,"Physical Chemistry, Catalysis, Chemistry, Materials Science, Metal-Organic Frameworks, Nanoscience/Nanotechnology, Metallurgy, Microscopy, Spectroscopy, Electron Microscopy (EM), Transmission Electron Microscopy (TEM), X-ray Absorption Spectroscopy (XAS), Extended X-ray Absorption Fine Structure (EXAFS), Organometallic Chemistry",,,"10/11/2022"
"15424",,,"DLS:000009000015424","Degradation mechanisms of layered oxides used as cathode active materials in lithium-ion batteries","Benjamin Strehle","false","Published (Approved)","07/2022","","Thesis",,,,,"false",,"true","true","I11-High Resolution Powder Diffraction",,,"Materials, Chemistry, Energy","",,"Batteries; Lithium-ion","Energy Storage, Energy, Physical Chemistry, Energy Materials, Chemistry, Materials Science, Diffraction, X-ray Powder Diffraction",,,"03/11/2022"
"14868",,,"DLS:000015000014868","Structure and mechanism of two type III CRISPR defence nucleases activated by cyclic oligoadenylate","Wenlong Zhu","false","Published (Approved)","06/2022","","Thesis",,,,,"false",,"true","true","B21-High Throughput SAXS",,,"Biology and Bio-materials, Chemistry","",,,"Biochemistry, Genetics, Chemistry, Structural biology, Life Sciences & Biotech, Scattering, Small Angle X-ray Scattering (SAXS)",,,"18/05/2022"
"14967",,,"DLS:000002000014967","Structural and functional studies of cannabidiol interactions with voltage-gated sodium channels","Lily Jane Goodyer Sait","false","Published (Approved)","06/2022","","Thesis",,,,,"false",,"true","true","I03-Macromolecular Crystallography, I04-Macromolecular Crystallography, I24-Microfocus Macromolecular Crystallography","P13 at DESY; Proxima1 at SOLEIL",,"Biology and Bio-materials","",,,"Structural biology, Life Sciences & Biotech, Diffraction, Macromolecular Crystallography (MX)",,,"20/06/2022"
"15145",,,"DLS:000006000015145","Characterisation and control of electron-lattice coupling in 4d and 5d quantum materials","Cameron D. Dashwood","false","Published (Approved)","06/2022","","Thesis",,,,,"false",,"true","true","I16-Materials and Magnetism, I21-Resonant Inelastic X-ray Scattering (RIXS)","BL43LXU at SPring-8; WISH at ISIS",,"Materials, Physics","",,,"Quantum Materials, Physics, Magnetism, Materials Science, Scattering, Resonant Inelastic X-ray Scattering (RIXS), Resonant Elastic X-ray Scattering (REXS)",,,"16/08/2022"
"15167",,,"DLS:000014000015167","Design of protein-nanomaterial hybrids as tools for sensing, imaging and bioelectronics","Elena Lopez-Martinez","false","Published (Approved)","06/2022","","Thesis",,,,,"false",,"true","true","B18-Core EXAFS, I14-Hard X-ray Nanoprobe",,,"Biology and Bio-materials, Materials","",,,"Biomaterials, Materials Science, Nanoscience/Nanotechnology, Biophysics, Life Sciences & Biotech, Spectroscopy, X-ray Absorption Spectroscopy (XAS), Extended X-ray Absorption Fine Structure (EXAFS)",,,"24/08/2022"
"14946",,,"DLS:00001C000014946","Power-law behaviour in the magnetoresistance of strange metals","Maarten Anne Berben","false","Published (Approved)","05/2022","","Thesis",,,,,"false",,"true","true","I05-ARPES",,,"Materials, Physics","",,,"Physics, Materials Science, Metallurgy, Spectroscopy, Angle Resolved Photoemission Spectroscopy (ARPES)",,,"10/06/2022"
"15023","10.25560/97670",,"DLS:000017000015023","Multi-scale analysis on the role of mechanical loading in prenatal skeletal development","Yuming Huang","false","Published (Approved)","05/2022","","Thesis",,,,,"false",,"true","true","I13-2-Diamond Manchester Imaging",,,"Biology and Bio-materials","",,,"Health & Wellbeing, Life Sciences & Biotech, Imaging, Tomography",,,"07/07/2022"
"15068",,,"DLS:000006000015068","Scattering studies on excitations and distortions in 3d-/4d-metal oxides","Alexander N. D. Petsch","false","Published (Approved)","05/2022","","Thesis",,,,,"false",,"true","true","I16-Materials and Magnetism","6-ID-D at Advanced Photon Source; P24 at PETRA III; MAPS at ISIS",,"Materials, Physics","",,,"Superconductors, Quantum Materials, Physics, Hard condensed matter - structures, Materials Science, Diffraction, Single Crystal X-ray Diffraction (SXRD)",,,"22/07/2022"
"15257",,,"DLS:000003000015257","Enzymology of gladiolin and gladiostatin biosynthesis in Burkholderia gladioli","Fang Pang","false","Published (Approved)","05/2022","26803","Thesis",,,,,"false",,"true","true","I04-Macromolecular Crystallography",,,"Chemistry, Biology and Bio-materials","",,"Enzymes","Biochemistry, Chemistry, Structural biology, Life Sciences & Biotech, Diffraction, Macromolecular Crystallography (MX)",,,"23/09/2022"
"15422",,,"DLS:00000C000015422","Essentiality of conserved amino acid residues in β-lactamase","A, Chikunova","false","Published (Approved)","05/2022","","Thesis",,,,,"false",,"true","true","I04-1-Macromolecular Crystallography (fixed wavelength)","X06SA at SLS",,"Biology and Bio-materials, Medicine","","Protein evolution; Conserved residues; β-lactamase",,"Evolutionary science, Antibiotic Resistance, Health & Wellbeing, Structural biology, Life Sciences & Biotech, Diffraction, Macromolecular Crystallography (MX)",,,"03/11/2022"
"14957",,,"DLS:00001B000014957","Structural basis of antibody-mediated immunity against Crimean-Congo hemorrhagic fever virus glycoproteins","Akaash K. Mishra","false","Published (Approved)","04/2022","","Thesis",,,,,"false",,"true","true","I23-Long wavelength MX",,,"Biology and Bio-materials, Chemistry, Medicine","",,"Crimean-Congo Hemorrhagic Fever (CCHF); Viruses","Vaccines, Pathogens, Infectious Diseases, Health & Wellbeing, Biochemistry, Chemistry, Structural biology, Drug Discovery, Life Sciences & Biotech, Diffraction, Macromolecular Crystallography (MX), Long Wavelength Crystallography",,,"19/06/2022"
"14981",,,"DLS:000009000014981","Transition metal oxide composite nanomaterials as anodes in lithium-ion energy storage devices","Yiana Scott Shakespeare","false","Published (Approved)","04/2022","","Thesis",,,,,"false",,"true","true","I11-High Resolution Powder Diffraction",,,"Materials, Chemistry, Energy","",,"Batteries; Lithium-ion","Energy Storage, Energy, Physical Chemistry, Energy Materials, Chemistry, Materials Science, Diffraction, X-ray Powder Diffraction",,,"23/06/2022"
"15545",,,"DLS:000008000015545","Crystallisation and microstructure in stamp formed fibre reinforced polyamide 66","William Hamby","false","Published (Approved)","04/2022","","Thesis",,,,,"false",,"true","true","I22-Small angle scattering & Diffraction",,,"Materials, Engineering","",,,"Automotive, Materials Science, Engineering & Technology, Polymer Science, Scattering, Wide Angle X-ray Scattering (WAXS)",,,"08/12/2022"
"18323",,,"DLS:00001C000018323","Fermiology, 3D to 2D dimensionality crossover and electron-phonon coupling in the electronic structure of transition metal dichalcogenides","Zakariae El Youbi","false","Published (Approved)","04/2022","","Thesis",,,,,"false",,"true","true","I05-ARPES",,,"Materials, Physics","",,,"Superconductors, Quantum Materials, Physics, Hard condensed matter - structures, Materials Science, Spectroscopy, Angle Resolved Photoemission Spectroscopy (ARPES)",,,"21/08/2024"
"14692",,,"DLS:000005000014692","Structural studies of the trivalent lanthanides at ultra-high pressures","Sarah Finnegan","false","Published (Approved)","03/2022","","Thesis",,,,,"false",,"true","true","I15-Extreme Conditions",,,"Materials, Physics","",,,"Physics, Materials Science, Diffraction, High-Pressure X-ray Diffraction (HP-XRD)",,,"28/03/2022"
"15525",,,"DLS:000009000015525","Microscopic mechanisms in multiferroic materials","Gabriel Richard Michael Clarke","false","Published (Approved)","03/2022","","Thesis",,,,,"false",,"true","true","I11-High Resolution Powder Diffraction, I15-Extreme Conditions","PEARL, GEM at ISIS; D2B at ILL",,"Materials, Physics, Chemistry","",,"Ferromagnetism; Antiferromagnetism; Ferroelectricity","Quantum Materials, Multiferroics, Physics, Physical Chemistry, Chemistry, Magnetism, Materials Science, Diffraction, X-ray Powder Diffraction",,,"01/12/2022"
"14558",,,"DLS:000003000014558","Mechanistic studies on Compound I and II formation in the dye-decolourising peroxidases from Streptomyces lividans","Marina Rožman","false","Published (Approved)","02/2022","","Thesis",,,,,"false",,"true","true","I04-Macromolecular Crystallography, I24-Microfocus Macromolecular Crystallography",,,"Biology and Bio-materials, Chemistry","",,"Bacteria; Enzymes","Biochemistry, Chemistry, Structural biology, Life Sciences & Biotech, Diffraction, Macromolecular Crystallography (MX)",,,"09/02/2022"
"14614",,,"DLS:00000D000014614","The design and use of supramolecular gels as crystallisation media","James Philip Smith","false","Published (Approved)","02/2022","","Thesis",,,,,"false",,"true","true","I19-Small Molecule Single Crystal Diffraction",,,"Chemistry, Medicine","",,,"Health & Wellbeing, Chemistry, Organic Chemistry, Drug Discovery, Life Sciences & Biotech, Diffraction, Single Crystal X-ray Diffraction (SXRD)",,,"28/02/2022"
